$ freqtrade list-pairs
2022-05-12 15:05:54,206 - freqtrade.configuration.load_config - INFO - Using config: config.json ...
2022-05-12 15:05:54,242 - freqtrade.loggers - INFO - Verbosity set to 0
2022-05-12 15:05:54,245 - freqtrade.configuration.configuration - INFO - Using user-data directory: /opt/freqtrade/user_data ...
2022-05-12 15:05:54,247 - freqtrade.configuration.configuration - INFO - Using data directory: /opt/freqtrade/user_data/data/binance ...
2022-05-12 15:05:54,248 - freqtrade.configuration.check_exchange - INFO - Checking exchange...
2022-05-12 15:05:54,280 - freqtrade.configuration.check_exchange - INFO - Exchange "binance" is officially supported by the Freqtrade development team.
2022-05-12 15:05:54,281 - freqtrade.configuration.configuration - INFO - Using pairlist from configuration.
2022-05-12 15:05:54,281 - freqtrade.configuration.config_validation - INFO - Validating configuration ...
2022-05-12 15:05:54,289 - freqtrade.exchange.exchange - INFO - Instance is running with dry_run enabled
2022-05-12 15:05:54,290 - freqtrade.exchange.exchange - INFO - Using CCXT 1.81.43
2022-05-12 15:05:54,360 - freqtrade.exchange.exchange - INFO - Using Exchange "Binance"
2022-05-12 15:05:54,362 - freqtrade.resolvers.exchange_resolver - INFO - Using resolved exchange 'Binance'...
2022-05-12 15:05:54,363 - freqtrade.exchange.exchange - INFO - Markets were not loaded. Loading them now..

Exchange Binance has 1465 active pairs:
+--------------+---------------+----------+---------+----------+--------+----------+----------+------------+
|           Id |        Symbol |     Base |   Quote |   Active |   Spot |   Margin |   Future |   Leverage |
|      BSWBUSD |      BSW/BUSD |      BSW |    BUSD |     True |   Spot |   Margin |          |          1 |
|       BSWETH |       BSW/ETH |      BSW |     ETH |     True |   Spot |          |          |          1 |
|       BSWTRY |       BSW/TRY |      BSW |     TRY |     True |   Spot |          |          |          1 |
|      BSWUSDT |      BSW/USDT |      BSW |    USDT |     True |   Spot |   Margin |          |          1 |
|       BTCAUD |       BTC/AUD |      BTC |     AUD |     True |   Spot |          |          |          1 |
|      BTCBIDR |      BTC/BIDR |      BTC |    BIDR |     True |   Spot |          |          |          1 |
|       BTCBRL |       BTC/BRL |      BTC |     BRL |     True |   Spot |          |          |          1 |
|      BTCBUSD |      BTC/BUSD |      BTC |    BUSD |     True |   Spot |   Margin |          |          1 |
|       BTCDAI |       BTC/DAI |      BTC |     DAI |     True |   Spot |          |          |          1 |
|       BTCEUR |       BTC/EUR |      BTC |     EUR |     True |   Spot |          |          |          1 |
|       BTCGBP |       BTC/GBP |      BTC |     GBP |     True |   Spot |          |          |          1 |
|       BTCRUB |       BTC/RUB |      BTC |     RUB |     True |   Spot |          |          |          1 |
|       BTCTRY |       BTC/TRY |      BTC |     TRY |     True |   Spot |          |          |          1 |
|      BTCTUSD |      BTC/TUSD |      BTC |    TUSD |     True |   Spot |          |          |          1 |
|       BTCUAH |       BTC/UAH |      BTC |     UAH |     True |   Spot |          |          |          1 |
|      BTCUSDC |      BTC/USDC |      BTC |    USDC |     True |   Spot |   Margin |          |          1 |
|      BTCUSDP |      BTC/USDP |      BTC |    USDP |     True |   Spot |          |          |          1 |
|      BTCUSDT |      BTC/USDT |      BTC |    USDT |     True |   Spot |   Margin |          |          1 |
|       BTCUST |       BTC/UST |      BTC |     UST |     True |   Spot |          |          |          1 |
|  BTCDOWNUSDT |  BTCDOWN/USDT |  BTCDOWN |    USDT |     True |   Spot |          |          |          1 |
|     BTCSTBTC |     BTCST/BTC |    BTCST |     BTC |     True |   Spot |          |          |          1 |
|    BTCSTBUSD |    BTCST/BUSD |    BTCST |    BUSD |     True |   Spot |          |          |          1 |
|    BTCSTUSDT |    BTCST/USDT |    BTCST |    USDT |     True |   Spot |          |          |          1 |
|    BTCUPUSDT |    BTCUP/USDT |    BTCUP |    USDT |     True |   Spot |          |          |          1 |
|       BTGBTC |       BTG/BTC |      BTG |     BTC |     True |   Spot |          |          |          1 |
|      BTGBUSD |      BTG/BUSD |      BTG |    BUSD |     True |   Spot |          |          |          1 |
|      BTGUSDT |      BTG/USDT |      BTG |    USDT |     True |   Spot |          |          |          1 |
|       BTSBTC |       BTS/BTC |      BTS |     BTC |     True |   Spot |   Margin |          |          1 |
|      BTSUSDT |      BTS/USDT |      BTS |    USDT |     True |   Spot |   Margin |          |          1 |
|     BTTCBUSD |     BTTC/BUSD |     BTTC |    BUSD |     True |   Spot |          |          |          1 |
|      BTTCTRY |      BTTC/TRY |     BTTC |     TRY |     True |   Spot |          |          |          1 |
|     BTTCUSDC |     BTTC/USDC |     BTTC |    USDC |     True |   Spot |          |          |          1 |
|     BTTCUSDT |     BTTC/USDT |     BTTC |    USDT |     True |   Spot |          |          |          1 |
|    BURGERBNB |    BURGER/BNB |   BURGER |     BNB |     True |   Spot |          |          |          1 |
|   BURGERBUSD |   BURGER/BUSD |   BURGER |    BUSD |     True |   Spot |          |          |          1 |
|   BURGERUSDT |   BURGER/USDT |   BURGER |    USDT |     True |   Spot |          |          |          1 |
|     BUSDBIDR |     BUSD/BIDR |     BUSD |    BIDR |     True |   Spot |          |          |          1 |
|      BUSDBRL |      BUSD/BRL |     BUSD |     BRL |     True |   Spot |          |          |          1 |
|      BUSDDAI |      BUSD/DAI |     BUSD |     DAI |     True |   Spot |          |          |          1 |
|      BUSDRUB |      BUSD/RUB |     BUSD |     RUB |     True |   Spot |          |          |          1 |
|      BUSDTRY |      BUSD/TRY |     BUSD |     TRY |     True |   Spot |          |          |          1 |
|      BUSDUAH |      BUSD/UAH |     BUSD |     UAH |     True |   Spot |          |          |          1 |
|     BUSDUSDT |     BUSD/USDT |     BUSD |    USDT |     True |   Spot |   Margin |          |          1 |
|      BUSDVAI |      BUSD/VAI |     BUSD |     VAI |     True |   Spot |          |          |          1 |
|       C98BNB |       C98/BNB |      C98 |     BNB |     True |   Spot |          |          |          1 |
|       C98BRL |       C98/BRL |      C98 |     BRL |     True |   Spot |          |          |          1 |
|       C98BTC |       C98/BTC |      C98 |     BTC |     True |   Spot |   Margin |          |          1 |
|      C98BUSD |      C98/BUSD |      C98 |    BUSD |     True |   Spot |   Margin |          |          1 |
|      C98USDT |      C98/USDT |      C98 |    USDT |     True |   Spot |   Margin |          |          1 |
|      CAKEBNB |      CAKE/BNB |     CAKE |     BNB |     True |   Spot |          |          |          1 |
|      CAKEBTC |      CAKE/BTC |     CAKE |     BTC |     True |   Spot |   Margin |          |          1 |
|     CAKEBUSD |     CAKE/BUSD |     CAKE |    BUSD |     True |   Spot |   Margin |          |          1 |
|      CAKEGBP |      CAKE/GBP |     CAKE |     GBP |     True |   Spot |          |          |          1 |
|     CAKEUSDT |     CAKE/USDT |     CAKE |    USDT |     True |   Spot |   Margin |          |          1 |
|      CELOBTC |      CELO/BTC |     CELO |     BTC |     True |   Spot |          |          |          1 |
|     CELOBUSD |     CELO/BUSD |     CELO |    BUSD |     True |   Spot |   Margin |          |          1 |
|     CELOUSDT |     CELO/USDT |     CELO |    USDT |     True |   Spot |   Margin |          |          1 |
|      CELRBNB |      CELR/BNB |     CELR |     BNB |     True |   Spot |          |          |          1 |
|      CELRBTC |      CELR/BTC |     CELR |     BTC |     True |   Spot |   Margin |          |          1 |
|     CELRBUSD |     CELR/BUSD |     CELR |    BUSD |     True |   Spot |          |          |          1 |
|      CELRETH |      CELR/ETH |     CELR |     ETH |     True |   Spot |          |          |          1 |
|     CELRUSDT |     CELR/USDT |     CELR |    USDT |     True |   Spot |   Margin |          |          1 |
|       CFXBTC |       CFX/BTC |      CFX |     BTC |     True |   Spot |          |          |          1 |
|      CFXBUSD |      CFX/BUSD |      CFX |    BUSD |     True |   Spot |          |          |          1 |
|      CFXUSDT |      CFX/USDT |      CFX |    USDT |     True |   Spot |          |          |          1 |
|     CHESSBTC |     CHESS/BTC |    CHESS |     BTC |     True |   Spot |   Margin |          |          1 |
|    CHESSBUSD |    CHESS/BUSD |    CHESS |    BUSD |     True |   Spot |   Margin |          |          1 |
|    CHESSUSDT |    CHESS/USDT |    CHESS |    USDT |     True |   Spot |   Margin |          |          1 |
|       CHRBNB |       CHR/BNB |      CHR |     BNB |     True |   Spot |          |          |          1 |
|       CHRBTC |       CHR/BTC |      CHR |     BTC |     True |   Spot |   Margin |          |          1 |
|      CHRBUSD |      CHR/BUSD |      CHR |    BUSD |     True |   Spot |   Margin |          |          1 |
|       CHRETH |       CHR/ETH |      CHR |     ETH |     True |   Spot |          |          |          1 |
|      CHRUSDT |      CHR/USDT |      CHR |    USDT |     True |   Spot |   Margin |          |          1 |
|       CHZBNB |       CHZ/BNB |      CHZ |     BNB |     True |   Spot |          |          |          1 |
|       CHZBRL |       CHZ/BRL |      CHZ |     BRL |     True |   Spot |          |          |          1 |
|       CHZBTC |       CHZ/BTC |      CHZ |     BTC |     True |   Spot |   Margin |          |          1 |
|      CHZBUSD |      CHZ/BUSD |      CHZ |    BUSD |     True |   Spot |          |          |          1 |
|       CHZEUR |       CHZ/EUR |      CHZ |     EUR |     True |   Spot |          |          |          1 |
|       CHZGBP |       CHZ/GBP |      CHZ |     GBP |     True |   Spot |          |          |          1 |
|       CHZTRY |       CHZ/TRY |      CHZ |     TRY |     True |   Spot |          |          |          1 |
|      CHZUSDT |      CHZ/USDT |      CHZ |    USDT |     True |   Spot |   Margin |          |          1 |
|      CITYBNB |      CITY/BNB |     CITY |     BNB |     True |   Spot |          |          |          1 |
|      CITYBTC |      CITY/BTC |     CITY |     BTC |     True |   Spot |          |          |          1 |
|     CITYBUSD |     CITY/BUSD |     CITY |    BUSD |     True |   Spot |          |          |          1 |
|     CITYUSDT |     CITY/USDT |     CITY |    USDT |     True |   Spot |          |          |          1 |
|       CKBBTC |       CKB/BTC |      CKB |     BTC |     True |   Spot |   Margin |          |          1 |
|      CKBBUSD |      CKB/BUSD |      CKB |    BUSD |     True |   Spot |          |          |          1 |
|      CKBUSDT |      CKB/USDT |      CKB |    USDT |     True |   Spot |   Margin |          |          1 |
|       CLVBNB |       CLV/BNB |      CLV |     BNB |     True |   Spot |          |          |          1 |
|       CLVBTC |       CLV/BTC |      CLV |     BTC |     True |   Spot |   Margin |          |          1 |
|      CLVBUSD |      CLV/BUSD |      CLV |    BUSD |     True |   Spot |   Margin |          |          1 |
|      CLVUSDT |      CLV/USDT |      CLV |    USDT |     True |   Spot |   Margin |          |          1 |
|     COCOSBNB |     COCOS/BNB |    COCOS |     BNB |     True |   Spot |          |          |          1 |
|    COCOSBUSD |    COCOS/BUSD |    COCOS |    BUSD |     True |   Spot |          |          |          1 |
|     COCOSTRY |     COCOS/TRY |    COCOS |     TRY |     True |   Spot |          |          |          1 |
|    COCOSUSDT |    COCOS/USDT |    COCOS |    USDT |     True |   Spot |          |          |          1 |
|      COMPBTC |      COMP/BTC |     COMP |     BTC |     True |   Spot |   Margin |          |          1 |
|     COMPBUSD |     COMP/BUSD |     COMP |    BUSD |     True |   Spot |   Margin |          |          1 |
|     COMPUSDT |     COMP/USDT |     COMP |    USDT |     True |   Spot |   Margin |          |          1 |
|       COSBNB |       COS/BNB |      COS |     BNB |     True |   Spot |          |          |          1 |
|       COSBTC |       COS/BTC |      COS |     BTC |     True |   Spot |   Margin |          |          1 |
|      COSBUSD |      COS/BUSD |      COS |    BUSD |     True |   Spot |          |          |          1 |
|       COSTRY |       COS/TRY |      COS |     TRY |     True |   Spot |          |          |          1 |
|      COSUSDT |      COS/USDT |      COS |    USDT |     True |   Spot |   Margin |          |          1 |
|      COTIBNB |      COTI/BNB |     COTI |     BNB |     True |   Spot |          |          |          1 |
|      COTIBTC |      COTI/BTC |     COTI |     BTC |     True |   Spot |   Margin |          |          1 |
|     COTIBUSD |     COTI/BUSD |     COTI |    BUSD |     True |   Spot |   Margin |          |          1 |
|     COTIUSDT |     COTI/USDT |     COTI |    USDT |     True |   Spot |   Margin |          |          1 |
|    CREAMBUSD |    CREAM/BUSD |    CREAM |    BUSD |     True |   Spot |   Margin |          |          1 |
|       CRVBTC |       CRV/BTC |      CRV |     BTC |     True |   Spot |   Margin |          |          1 |
|      CRVBUSD |      CRV/BUSD |      CRV |    BUSD |     True |   Spot |   Margin |          |          1 |
|       CRVETH |       CRV/ETH |      CRV |     ETH |     True |   Spot |          |          |          1 |
|      CRVUSDT |      CRV/USDT |      CRV |    USDT |     True |   Spot |   Margin |          |          1 |
|       CTKBNB |       CTK/BNB |      CTK |     BNB |     True |   Spot |          |          |          1 |
|       CTKBTC |       CTK/BTC |      CTK |     BTC |     True |   Spot |          |          |          1 |
|      CTKBUSD |      CTK/BUSD |      CTK |    BUSD |     True |   Spot |          |          |          1 |
|      CTKUSDT |      CTK/USDT |      CTK |    USDT |     True |   Spot |   Margin |          |          1 |
|      CTSIBNB |      CTSI/BNB |     CTSI |     BNB |     True |   Spot |          |          |          1 |
|      CTSIBTC |      CTSI/BTC |     CTSI |     BTC |     True |   Spot |   Margin |          |          1 |
|     CTSIBUSD |     CTSI/BUSD |     CTSI |    BUSD |     True |   Spot |          |          |          1 |
|     CTSIUSDT |     CTSI/USDT |     CTSI |    USDT |     True |   Spot |   Margin |          |          1 |
|      CTXCBTC |      CTXC/BTC |     CTXC |     BTC |     True |   Spot |   Margin |          |          1 |
|     CTXCBUSD |     CTXC/BUSD |     CTXC |    BUSD |     True |   Spot |   Margin |          |          1 |
|     CTXCUSDT |     CTXC/USDT |     CTXC |    USDT |     True |   Spot |   Margin |          |          1 |
|       CVCBTC |       CVC/BTC |      CVC |     BTC |     True |   Spot |          |          |          1 |
|      CVCUSDT |      CVC/USDT |      CVC |    USDT |     True |   Spot |   Margin |          |          1 |
|      CVPBUSD |      CVP/BUSD |      CVP |    BUSD |     True |   Spot |          |          |          1 |
|       CVPETH |       CVP/ETH |      CVP |     ETH |     True |   Spot |          |          |          1 |
|      CVPUSDT |      CVP/USDT |      CVP |    USDT |     True |   Spot |          |          |          1 |
|       CVXBTC |       CVX/BTC |      CVX |     BTC |     True |   Spot |          |          |          1 |
|      CVXBUSD |      CVX/BUSD |      CVX |    BUSD |     True |   Spot |          |          |          1 |
|      CVXUSDT |      CVX/USDT |      CVX |    USDT |     True |   Spot |          |          |          1 |
|       DARBNB |       DAR/BNB |      DAR |     BNB |     True |   Spot |          |          |          1 |
|       DARBTC |       DAR/BTC |      DAR |     BTC |     True |   Spot |   Margin |          |          1 |
|      DARBUSD |      DAR/BUSD |      DAR |    BUSD |     True |   Spot |   Margin |          |          1 |
|       DARTRY |       DAR/TRY |      DAR |     TRY |     True |   Spot |          |          |          1 |
|      DARUSDT |      DAR/USDT |      DAR |    USDT |     True |   Spot |   Margin |          |          1 |
|      DASHBNB |      DASH/BNB |     DASH |     BNB |     True |   Spot |          |          |          1 |
|      DASHBTC |      DASH/BTC |     DASH |     BTC |     True |   Spot |   Margin |          |          1 |
|     DASHBUSD |     DASH/BUSD |     DASH |    BUSD |     True |   Spot |   Margin |          |          1 |
|      DASHETH |      DASH/ETH |     DASH |     ETH |     True |   Spot |          |          |          1 |
|     DASHUSDT |     DASH/USDT |     DASH |    USDT |     True |   Spot |   Margin |          |          1 |
|      DATABTC |      DATA/BTC |     DATA |     BTC |     True |   Spot |          |          |          1 |
|     DATABUSD |     DATA/BUSD |     DATA |    BUSD |     True |   Spot |          |          |          1 |
|      DATAETH |      DATA/ETH |     DATA |     ETH |     True |   Spot |          |          |          1 |
|     DATAUSDT |     DATA/USDT |     DATA |    USDT |     True |   Spot |          |          |          1 |
|       DCRBTC |       DCR/BTC |      DCR |     BTC |     True |   Spot |          |          |          1 |
|      DCRUSDT |      DCR/USDT |      DCR |    USDT |     True |   Spot |          |          |          1 |
|      DEGOBTC |      DEGO/BTC |     DEGO |     BTC |     True |   Spot |          |          |          1 |
|     DEGOBUSD |     DEGO/BUSD |     DEGO |    BUSD |     True |   Spot |          |          |          1 |
|     DEGOUSDT |     DEGO/USDT |     DEGO |    USDT |     True |   Spot |          |          |          1 |
|     DENTBUSD |     DENT/BUSD |     DENT |    BUSD |     True |   Spot |          |          |          1 |
|      DENTETH |      DENT/ETH |     DENT |     ETH |     True |   Spot |   Margin |          |          1 |
|      DENTTRY |      DENT/TRY |     DENT |     TRY |     True |   Spot |          |          |          1 |
|     DENTUSDT |     DENT/USDT |     DENT |    USDT |     True |   Spot |   Margin |          |          1 |
|     DEXEBUSD |     DEXE/BUSD |     DEXE |    BUSD |     True |   Spot |          |          |          1 |
|      DEXEETH |      DEXE/ETH |     DEXE |     ETH |     True |   Spot |          |          |          1 |
|     DEXEUSDT |     DEXE/USDT |     DEXE |    USDT |     True |   Spot |          |          |          1 |
|       DFBUSD |       DF/BUSD |       DF |    BUSD |     True |   Spot |   Margin |          |          1 |
|       DFUSDT |       DF/USDT |       DF |    USDT |     True |   Spot |          |          |          1 |
|       DGBBTC |       DGB/BTC |      DGB |     BTC |     True |   Spot |   Margin |          |          1 |
|      DGBBUSD |      DGB/BUSD |      DGB |    BUSD |     True |   Spot |   Margin |          |          1 |
|      DGBUSDT |      DGB/USDT |      DGB |    USDT |     True |   Spot |   Margin |          |          1 |
|       DIABTC |       DIA/BTC |      DIA |     BTC |     True |   Spot |   Margin |          |          1 |
|      DIABUSD |      DIA/BUSD |      DIA |    BUSD |     True |   Spot |          |          |          1 |
|      DIAUSDT |      DIA/USDT |      DIA |    USDT |     True |   Spot |   Margin |          |          1 |
|       DNTBTC |       DNT/BTC |      DNT |     BTC |     True |   Spot |   Margin |          |          1 |
|      DNTBUSD |      DNT/BUSD |      DNT |    BUSD |     True |   Spot |          |          |          1 |
|      DNTUSDT |      DNT/USDT |      DNT |    USDT |     True |   Spot |   Margin |          |          1 |
|      DOCKBTC |      DOCK/BTC |     DOCK |     BTC |     True |   Spot |   Margin |          |          1 |
|     DOCKBUSD |     DOCK/BUSD |     DOCK |    BUSD |     True |   Spot |          |          |          1 |
|     DOCKUSDT |     DOCK/USDT |     DOCK |    USDT |     True |   Spot |   Margin |          |          1 |
|      DODOBTC |      DODO/BTC |     DODO |     BTC |     True |   Spot |   Margin |          |          1 |
|     DODOBUSD |     DODO/BUSD |     DODO |    BUSD |     True |   Spot |          |          |          1 |
|     DODOUSDT |     DODO/USDT |     DODO |    USDT |     True |   Spot |   Margin |          |          1 |
|      DOGEAUD |      DOGE/AUD |     DOGE |     AUD |     True |   Spot |          |          |          1 |
|     DOGEBIDR |     DOGE/BIDR |     DOGE |    BIDR |     True |   Spot |          |          |          1 |
|      DOGEBRL |      DOGE/BRL |     DOGE |     BRL |     True |   Spot |          |          |          1 |
|      DOGEBTC |      DOGE/BTC |     DOGE |     BTC |     True |   Spot |   Margin |          |          1 |
|     DOGEBUSD |     DOGE/BUSD |     DOGE |    BUSD |     True |   Spot |   Margin |          |          1 |
|      DOGEEUR |      DOGE/EUR |     DOGE |     EUR |     True |   Spot |          |          |          1 |
|      DOGEGBP |      DOGE/GBP |     DOGE |     GBP |     True |   Spot |          |          |          1 |
|      DOGERUB |      DOGE/RUB |     DOGE |     RUB |     True |   Spot |          |          |          1 |
|      DOGETRY |      DOGE/TRY |     DOGE |     TRY |     True |   Spot |          |          |          1 |
|     DOGEUSDT |     DOGE/USDT |     DOGE |    USDT |     True |   Spot |   Margin |          |          1 |
|       DOTAUD |       DOT/AUD |      DOT |     AUD |     True |   Spot |          |          |          1 |
|      DOTBIDR |      DOT/BIDR |      DOT |    BIDR |     True |   Spot |          |          |          1 |
|       DOTBNB |       DOT/BNB |      DOT |     BNB |     True |   Spot |          |          |          1 |
|       DOTBRL |       DOT/BRL |      DOT |     BRL |     True |   Spot |          |          |          1 |
|       DOTBTC |       DOT/BTC |      DOT |     BTC |     True |   Spot |   Margin |          |          1 |
|      DOTBUSD |      DOT/BUSD |      DOT |    BUSD |     True |   Spot |   Margin |          |          1 |
|       DOTETH |       DOT/ETH |      DOT |     ETH |     True |   Spot |          |          |          1 |
|       DOTEUR |       DOT/EUR |      DOT |     EUR |     True |   Spot |          |          |          1 |
|       DOTGBP |       DOT/GBP |      DOT |     GBP |     True |   Spot |          |          |          1 |
|       DOTRUB |       DOT/RUB |      DOT |     RUB |     True |   Spot |          |          |          1 |
|       DOTTRY |       DOT/TRY |      DOT |     TRY |     True |   Spot |          |          |          1 |
|      DOTUSDT |      DOT/USDT |      DOT |    USDT |     True |   Spot |   Margin |          |          1 |
|  DOTDOWNUSDT |  DOTDOWN/USDT |  DOTDOWN |    USDT |     True |   Spot |          |          |          1 |
|    DOTUPUSDT |    DOTUP/USDT |    DOTUP |    USDT |     True |   Spot |          |          |          1 |
|      DREPBTC |      DREP/BTC |     DREP |     BTC |     True |   Spot |          |          |          1 |
|     DREPUSDT |     DREP/USDT |     DREP |    USDT |     True |   Spot |          |          |          1 |
|      DUSKBTC |      DUSK/BTC |     DUSK |     BTC |     True |   Spot |   Margin |          |          1 |
|     DUSKBUSD |     DUSK/BUSD |     DUSK |    BUSD |     True |   Spot |          |          |          1 |
|     DUSKUSDT |     DUSK/USDT |     DUSK |    USDT |     True |   Spot |   Margin |          |          1 |
|      DYDXBNB |      DYDX/BNB |     DYDX |     BNB |     True |   Spot |          |          |          1 |
|      DYDXBTC |      DYDX/BTC |     DYDX |     BTC |     True |   Spot |          |          |          1 |
|     DYDXBUSD |     DYDX/BUSD |     DYDX |    BUSD |     True |   Spot |          |          |          1 |
|     DYDXUSDT |     DYDX/USDT |     DYDX |    USDT |     True |   Spot |   Margin |          |          1 |
|      EGLDBNB |      EGLD/BNB |     EGLD |     BNB |     True |   Spot |          |          |          1 |
|      EGLDBTC |      EGLD/BTC |     EGLD |     BTC |     True |   Spot |   Margin |          |          1 |
|     EGLDBUSD |     EGLD/BUSD |     EGLD |    BUSD |     True |   Spot |   Margin |          |          1 |
|      EGLDETH |      EGLD/ETH |     EGLD |     ETH |     True |   Spot |          |          |          1 |
|      EGLDEUR |      EGLD/EUR |     EGLD |     EUR |     True |   Spot |          |          |          1 |
|     EGLDUSDT |     EGLD/USDT |     EGLD |    USDT |     True |   Spot |   Margin |          |          1 |
|       ELFBTC |       ELF/BTC |      ELF |     BTC |     True |   Spot |          |          |          1 |
|      ELFBUSD |      ELF/BUSD |      ELF |    BUSD |     True |   Spot |          |          |          1 |
|       ELFETH |       ELF/ETH |      ELF |     ETH |     True |   Spot |          |          |          1 |
|      ELFUSDT |      ELF/USDT |      ELF |    USDT |     True |   Spot |          |          |          1 |
|       ENJBNB |       ENJ/BNB |      ENJ |     BNB |     True |   Spot |          |          |          1 |
|       ENJBRL |       ENJ/BRL |      ENJ |     BRL |     True |   Spot |          |          |          1 |
|       ENJBTC |       ENJ/BTC |      ENJ |     BTC |     True |   Spot |   Margin |          |          1 |
|      ENJBUSD |      ENJ/BUSD |      ENJ |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ENJETH |       ENJ/ETH |      ENJ |     ETH |     True |   Spot |          |          |          1 |
|       ENJEUR |       ENJ/EUR |      ENJ |     EUR |     True |   Spot |          |          |          1 |
|       ENJGBP |       ENJ/GBP |      ENJ |     GBP |     True |   Spot |          |          |          1 |
|       ENJTRY |       ENJ/TRY |      ENJ |     TRY |     True |   Spot |          |          |          1 |
|      ENJUSDT |      ENJ/USDT |      ENJ |    USDT |     True |   Spot |   Margin |          |          1 |
|       ENSBNB |       ENS/BNB |      ENS |     BNB |     True |   Spot |          |          |          1 |
|       ENSBTC |       ENS/BTC |      ENS |     BTC |     True |   Spot |   Margin |          |          1 |
|      ENSBUSD |      ENS/BUSD |      ENS |    BUSD |     True |   Spot |   Margin |          |          1 |
|      ENSUSDT |      ENS/USDT |      ENS |    USDT |     True |   Spot |   Margin |          |          1 |
|       EOSBNB |       EOS/BNB |      EOS |     BNB |     True |   Spot |          |          |          1 |
|       EOSBTC |       EOS/BTC |      EOS |     BTC |     True |   Spot |   Margin |          |          1 |
|      EOSBUSD |      EOS/BUSD |      EOS |    BUSD |     True |   Spot |   Margin |          |          1 |
|       EOSETH |       EOS/ETH |      EOS |     ETH |     True |   Spot |   Margin |          |          1 |
|       EOSEUR |       EOS/EUR |      EOS |     EUR |     True |   Spot |          |          |          1 |
|       EOSTRY |       EOS/TRY |      EOS |     TRY |     True |   Spot |          |          |          1 |
|      EOSUSDC |      EOS/USDC |      EOS |    USDC |     True |   Spot |   Margin |          |          1 |
|      EOSUSDT |      EOS/USDT |      EOS |    USDT |     True |   Spot |   Margin |          |          1 |
|       ERNBNB |       ERN/BNB |      ERN |     BNB |     True |   Spot |          |          |          1 |
|      ERNBUSD |      ERN/BUSD |      ERN |    BUSD |     True |   Spot |   Margin |          |          1 |
|      ERNUSDT |      ERN/USDT |      ERN |    USDT |     True |   Spot |   Margin |          |          1 |
|       ETCBNB |       ETC/BNB |      ETC |     BNB |     True |   Spot |          |          |          1 |
|       ETCBTC |       ETC/BTC |      ETC |     BTC |     True |   Spot |   Margin |          |          1 |
|      ETCBUSD |      ETC/BUSD |      ETC |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ETCETH |       ETC/ETH |      ETC |     ETH |     True |   Spot |          |          |          1 |
|       ETCEUR |       ETC/EUR |      ETC |     EUR |     True |   Spot |          |          |          1 |
|      ETCUSDT |      ETC/USDT |      ETC |    USDT |     True |   Spot |   Margin |          |          1 |
|       ETHAUD |       ETH/AUD |      ETH |     AUD |     True |   Spot |          |          |          1 |
|      ETHBIDR |      ETH/BIDR |      ETH |    BIDR |     True |   Spot |          |          |          1 |
|       ETHBRL |       ETH/BRL |      ETH |     BRL |     True |   Spot |          |          |          1 |
|       ETHBTC |       ETH/BTC |      ETH |     BTC |     True |   Spot |   Margin |          |          1 |
|      ETHBUSD |      ETH/BUSD |      ETH |    BUSD |     True |   Spot |   Margin |          |          1 |
|       ETHDAI |       ETH/DAI |      ETH |     DAI |     True |   Spot |          |          |          1 |
|       ETHEUR |       ETH/EUR |      ETH |     EUR |     True |   Spot |          |          |          1 |
|       ETHGBP |       ETH/GBP |      ETH |     GBP |     True |   Spot |          |          |          1 |
|       ETHRUB |       ETH/RUB |      ETH |     RUB |     True |   Spot |          |          |          1 |
|       ETHTRY |       ETH/TRY |      ETH |     TRY |     True |   Spot |          |          |          1 |
|      ETHTUSD |      ETH/TUSD |      ETH |    TUSD |     True |   Spot |          |          |          1 |
|       ETHUAH |       ETH/UAH |      ETH |     UAH |     True |   Spot |          |          |          1 |
|      ETHUSDC |      ETH/USDC |      ETH |    USDC |     True |   Spot |   Margin |          |          1 |
|      ETHUSDP |      ETH/USDP |      ETH |    USDP |     True |   Spot |          |          |          1 |
|      ETHUSDT |      ETH/USDT |      ETH |    USDT |     True |   Spot |   Margin |          |          1 |
|       ETHUST |       ETH/UST |      ETH |     UST |     True |   Spot |   Margin |          |          1 |
|  ETHDOWNUSDT |  ETHDOWN/USDT |  ETHDOWN |    USDT |     True |   Spot |          |          |          1 |
|    ETHUPUSDT |    ETHUP/USDT |    ETHUP |    USDT |     True |   Spot |          |          |          1 |
|      EURBUSD |      EUR/BUSD |      EUR |    BUSD |     True |   Spot |          |          |          1 |
|      EURUSDT |      EUR/USDT |      EUR |    USDT |     True |   Spot |          |          |          1 |
|        EZBTC |        EZ/BTC |       EZ |     BTC |     True |   Spot |          |          |          1 |
|        EZETH |        EZ/ETH |       EZ |     ETH |     True |   Spot |          |          |          1 |
|      FARMBNB |      FARM/BNB |     FARM |     BNB |     True |   Spot |          |          |          1 |
|      FARMBTC |      FARM/BTC |     FARM |     BTC |     True |   Spot |          |          |          1 |
|     FARMBUSD |     FARM/BUSD |     FARM |    BUSD |     True |   Spot |          |          |          1 |
|     FARMUSDT |     FARM/USDT |     FARM |    USDT |     True |   Spot |          |          |          1 |
|       FETBNB |       FET/BNB |      FET |     BNB |     True |   Spot |          |          |          1 |
|       FETBTC |       FET/BTC |      FET |     BTC |     True |   Spot |   Margin |          |          1 |
